clavy_id;recursos;nombre;género;fechas asociadas al nombre
64874;2;Palomero, Antonio;Hombre;1869-1914
64878;1;Soto y Corro González, Carolina de;Mujer;1860-1924?
64879;1;Romero, Modesto;Hombre;1883-1954
64880;2;Sánchez Carrere, Adolfo;Hombre;1883-1941
64887;3;Daudet, Alphonse;Hombre;1840-1897
64888;2;Sawa, Miguel;Hombre;1866-1910
64892;4;Torre, Claudio de la;Hombre;1895-1973
64894;2;Peña y Goñi, Antonio;Hombre;1846-1896
64897;1;Valero de Tornos, Juan;Hombre;(1842-1905)
64900;1;Ribas, Manuel;Hombre;
64903;1;Estremera, Antonio;Hombre;1884-1938
64904;1;Navarro Serrano, León;Hombre;
64908;1;Forns, José;Hombre;1898-1952
64909;1;Poggio, Oreste;Hombre;1860-
64916;1;Tedeschi, Enrico;Hombre;1868-
64917;2;Villa, Ricardo;Hombre;1847-1881
64918;1;García Sánchez, Ramón;Hombre;d. 1885.
64928;1;Verga, Giovanni;Hombre;1840-1922
64930;1;Martínez Álvarez de Sotomayor, José;Hombre;
64933;1;Tarride, Abel Anatole;Hombre;1865-
64934;1;Croisset, Francis de;Hombre;1877-1937
64941;2;Brú, Enrique;Hombre;1873-1951
64942;2;Vela Marqueta, Cayo;Hombre;1885-1937
64943;1;Baldomir Rodríguez, Xosé;Hombre;1867-1947
64946;7;Vidal y Planas, Alfonso;Hombre;1891-1965
64956;1;Rojas Zorrilla, Francisco de;Hombre;1607-1648
64960;1;Prada, José Andrés de;Hombre;1884-1962
64962;3;Pérez Fernández, Pedro;Hombre;1885-1956
64965;1;Casado Pardo, José;Hombre;(¿--1936)
64971;1;Plañiol, Antonio;Hombre;
64977;1;Fernández Gutiérrez-Roig, Enrique;Hombre;m. 1960
64978;1;Joke, Robert Pleasant;Hombre;
64987;2;Sánchez Gerona, José;Hombre;
64991;5;Asensio Más, Ramón;Hombre;1878-1917
64992;1;Gimeno Sanchiz, Francisco;Hombre;
64997;3;Marañón, Gregorio;Hombre;1887-1960
64999;3;Cánovas del Castillo, Antonio;Hombre;1828-1897
65003;1;Santullano, Luis;Hombre;1879-1952
65005;1;Montesquieu, Charles de Secondat;Hombre;1689-1755
65011;1;Astur, Eugenia;Mujer;1888-1947
65013;1;Twain, Mark;Hombre;1835-1910
65016;1;Eliot, George;Mujer;1819-1880
65018;4;Guerra, Ángel;Hombre;1874-1950
65021;1;Hinojosa, José María;Hombre;1904-1936
65027;1;Miller, Paul Gerard;Hombre;1875-
65029;1;La Rochefoucauld, François;Hombre;1613-1680
65031;1;Lopes da Silva, José;Hombre;
65033;1;Mujía, Ricardo;Hombre;1861-
65039;1;Malaparte, Curzio;Hombre;1898-1957
65048;2;Blanco y García, Andrés;Hombre;1849-1916
65058;1;Cáncer y Velasco, Jerónimo de;Hombre;1599?-1655
65059;1;Moreto, Agustín;Hombre;1618-1669
65062;1;Musset, Alfred de;Hombre;1810-1857
65064;1;Alfau de Solalinde, Jesusa;Mujer;1895-1943
65065;1;Campión, Arturo;Hombre;1854-1937
65072;1;Sureda, Jacobo;Hombre;1901-1935
65076;1;Torre, Josefina de la;Mujer;1907-2002
65092;1;Andrade, Juan Bautista;;1879-1930
65095;1;Fóscolo, Ugo;Hombre;1778-1827
65099;1;Fernández de Retana, Luis;Hombre;
65105;4;Corpus Barga;Hombre;1887-1975
65111;1;Linares Rivas, Aureliano;Hombre;1841-1903
65114;1;Huerta, Moisés de;Hombre;1881-1962
65115;2;Domenchina, Juan José;Hombre;1898-1959
65117;1;Aguilar Camacho, Juan;Hombre;
65120;1;Flaubert, Gustav;Hombre;1821-1880
65124;1;Veríssimo, José;Hombre;1857-1916
65126;1;Hume, Martin;Hombre;1847-1910
65132;1;Serrano, Mary Jane;Mujer;d. 1923
65136;1;La Torre, José Z.;Hombre;
65137;1;Gautier, Théophile;Hombre;1811-1872
65139;1;Bodé, Raphael;Hombre;
65140;2;Ferrero, Guglielmo;Hombre;1871-1942
65143;1;León, Fray Luis de;Hombre;1527-1591
65145;1;Høffding, Harald;Hombre;1843-1931
65148;1;Hurtado, Antonio;Hombre;1824-1878
65153;1;Pérez, Elisa;Mujer;
65155;1;Keyserling, Hermann;Hombre;1880-1946
65160;3;Primo de Rivera, Miguel;Hombre;1870-1930
65164;1;López, José Heriberto;;1871-
65166;2;Sor María de Ágreda;Mujer;1602-1665
65175;1;Starck, Gretchen (Todd);Hombre;
65193;2;Adams, Nicholson B.;Hombre;1895-1970.
65196;1;Stoudemire, Sterling A.;Hombre;1902-
65199;1;Lagerlöf, Selma;Mujer;1858-1940
65202;1;Carette, Madame;Mujer;(1844--)
65203;1;Barella, Francisca A. de la;Mujer;
65212;1;Pozo y de Mata, María de los Dolores del;Mujer;1852-1907
65214;6;Costa, Joaquín;Hombre;1846-1911
65217;1;Alarcón Capilla, Antonio;Hombre;
65223;2;Valero Martín, Alberto;Hombre;1882-1941
65226;1;Cueto, Leopoldo Agusto de;Hombre;1815-1901
65230;1;Campo, José María Luis Bruna, marqués de;Hombre;1877-1916
65235;1;Santa María, Marceliano;Hombre;1866-1952
65238;1;Díaz, Ramón M.;Hombre;
65240;2;Belda, Joaquín;Hombre;1883-1935
70801;1;Montoto, Ángel;Hombre;1949-2015
70802;1;León Felipe;Hombre;1884-1968
70822;1;García Padrino, Jaime;Hombre;
70824;1;Martín Gaite, Carmen;Mujer;1925-2000
104345;0;Ernestina de Champourcín;Mujer;1905-1999
104346;0;Josefina Romo Arregui;Mujer;1909-1979
104348;0;Carmen Conde;Mujer;1907-1996
104349;0;Concha Peña;Mujer;
104351;0;Rosa Arciniega;Mujer;1903-1999
104353;0;Halma Angélico;Mujer;1888-1952
104503;1;Narro, Josep;Hombre;1902-1996
112656;1;Torres del Álamo, Ángel;Hombre;1890-1958
112657;1;Canalejas, José María;Hombre;1904-1936
112658;1;Almagro de San Martín, Melchor;Hombre;1887-1947
112660;4;Insúa, Sara;Mujer;
112661;14;Pujol, Juan;Hombre;1883-1967
112662;3;Domingo Marcelino;Hombre;1884-1939
112663;1;Milla, Fernando de la;Hombre;1895–1961
112664;1;García Martí, Victoriano;Hombre;1881-1966
112667;1;Díaz-Caneja, Guillermo;Hombre;1876-1933
112668;6;Bruno, José;Hombre;1889-197?
112669;1;Guzmán, Martín Luis;Hombre;1887-1976
112670;1;Micó, Carlos;Hombre;1886-1982
112671;1;Pérez de la Ossa, Huberto;Hombre;
112672;1;Castro Tiedra, Manuel de;Hombre;1872-1953
112673;4;Benlliure y Tuero, Mariano;Hombre;1889-1951
112675;2;Martí Orberá, Rafael;Hombre;1880-1963
112677;1;Díaz Fernández, José;Hombre;1898-1941
112679;4;Tomás, Mariano;Hombre;1890-1957
112680;2;González de Linares, Antonio;Hombre;1875-1945
112681;3;Morales, Rafael de;Hombre;
112682;4;López Rienda, Rafael;Hombre;1897-1928
112683;3;Sánchez-Guerra, Rafael;Hombre;1897-1964
112684;17;Retana, Álvaro;Hombre;1890-1970
112685;1;Martínez de la Riva, Rafael;Hombre;
112686;4;Juarros, César;Hombre;1879-1942
112687;1;Ortega y Gasset, Eduardo;Hombre;1882-1964
112688;1;Luque, Fernando;Hombre;
112690;14;Ferragut, Juan;Hombre;
113402;4;Valdés, Francisco;Hombre;1892-1936
113404;2;Fernández Sastre, Augusto;;1887-1975
113405;10;García Asenjo, Ataúlfo;Hombre;
113406;5;Casero Sanz, Antonio;Hombre;
113407;3;Picó, José;Hombre;1904-1991
113408;2;Manchón,  Ramón;Hombre;1883-1953
113409;13;Ramírez Montesinos;Hombre;1889-1935
113410;1;Sanz, Luis;Hombre;1902-1996
113501;2;Izquierdo Durán, José;Hombre;1890-1939
113502;5;Esteban;Hombre;
113503;2;Xauradó, Joaquín;Hombre;1872-1933
113504;1;Bellón, Antonio;Hombre;1904-1991
113505;1;Tovar, Manuel;Hombre;1875-1935
113506;2;Garrido;;
113507;1;Ernesto;Hombre;
113508;1;Fuentes, R.;;
113509;1;Soler Belenguer;Hombre;
113510;1;Almada Negreiros, José de;Hombre;1893-1970
113511;1;Montero Alonso, José;Hombre;1904-2000
113512;5;Solís Ávila, Antonio;Hombre;1899-1968
113513;2;Amster, Mauricio;Hombre;1907-1980
113514;2;Simont Guillén, Josep;Hombre;1875-1968
113515;7;Juez, Antonio;Hombre;
113516;0;Rodríguez Domínguez, Rafael;Hombre;
113517;1;Redondo, Manuel;Hombre;1863-1928
113518;1;Ponsá, Álvaro;Hombre;
113523;1;López Amor;;
113525;1;Alvear;;
113526;1;Lafuente, Ángel de;Hombre;1884-1930
113527;1;Benet;;
113528;1;Mel;;
113529;1;Robledano, José;Hombre;1884-1974
113530;1;López Vargas, Demetrio;Hombre;1886-1960
113531;3;Aristo Téllez;Hombre;1888-1951
113532;1;Gazo, Félix;Hombre;1889-1933
113533;1;Pomareda;Hombre;
113534;1;Zamora, José;Hombre;1889-1971
113535;1;Sánchez Felipe, A.;Hombre;
113536;1;Karikato;Hombre;1875-1941
113537;1;Echea;Hombre;1884-1959
113538;1;Gil de Vicario, Luis;Hombre;1898-1959
113539;1;Mansberger;;
113540;1;Sirio, Alejandro;Hombre;1890-1953
113541;1;Arribas;;
113542;1;Riudavets, Julio;Hombre;
113543;1;Bluff;;1903-1940
113544;0;Herreros, Enrique;Hombre;1903-
113545;1;Masberger, Carlos;Hombre;1902-1969
113546;1;Moliné, Antonio;Hombre;1907-1937
113547;1;Bradley, Will H.;Hombre;
113548;1;Riquer;Hombre;
113601;1;Martínez de León, Andrés;Hombre;1895-1978
113701;1;Cañavate, Antonio;Hombre;
113704;1;Mel;;1898-1970?
113706;1;Ferxama;;
113707;1;Medel, N.;;
113709;0;Muñiz, Angelina;Mujer;
113710;0;Arnáiz, Aurora;Mujer;
113711;0;Albornoz, Aurora de;Mujer;
113712;0;O´Neill, Carlota;Mujer;
113713;0;Zulueta, Carmen de;Mujer;
113714;0;Parga Parada, Carmen;Mujer;
113715;0;Soler Llopis, Carmen;Mujer;
113716;0;Guilarte, Cecilia G. de;Mujer;
113717;0;Simarro, Conxita;Mujer;
113718;0;Tejero, Delhy;Mujer;
113719;0;Ibárruri, Dolores;Mujer;
113720;0;Medrano, Guillermina;Mujer;
113721;0;Falcón, Irene;Mujer;
113722;0;García Lorca, Isabel;Mujer;
113723;0;Ríos Lazcano, Isabel;Mujer;
113724;0;Rucar, Jeanne;Mujer;
113725;0;Carnés, Luisa;Mujer;
113726;0;Casares , María;Mujer;
113728;0;Tobío, María;Mujer;
113729;0;Zambrano, María;Mujer;
113730;0;Ras, Matilde;Mujer;
113731;0;Núñez Targa, Mercedes;Mujer;
113732;0;Zubiaurre, Pilar de;Mujer;
113733;0;Rius, Pilar;Mujer;
113734;0;Oliva Berenguer, Remedios;Mujer;
113735;0;Chacel, Rosa;Mujer;
113736;0;Mistral, Silvia;Mujer;
113737;0;Alonso Bruffau, Syra;Mujer;
113738;0;Alvajar López, Teresa;Mujer;
113739;0;Medina-Navascués, Teresa;Mujer;
113740;0;Kent, Victoria;Mujer;
114508;0;Valdés Nicolau, Francisco;Hombre;1892-1936
114509;0;Otero Seco, Antonio;[Hombre, Hombre];[1905-1970, 1905-1970]
114510;0;Barea, Arturo;Hombre;1897-1957
115702;1;Ontañón, Santiago;Hombre;1903-1989
115703;0;Torres Carranque, Rafael;Hombre;1899-1990
155801;1;Reyes Huertas, Antonio;Hombre;1887-1952
